source_index,s_m,x_m,y_m,w_tr_right_m,w_tr_left_m,segment_length_to_next_m
1815,167.1814933263,89657.8141731245,43187.9592183623,3.9078351192,5.1579872397,0.0946117366
1816,167.2761050629,89657.7202538742,43187.9706444337,3.9556024163,5.0973683979,0.0946272140
1817,167.3707322769,89657.6263392350,43187.9822353866,3.9960949499,5.0295268234,0.0946333219
1818,167.4653655989,89657.5324442349,43187.9940334614,4.0265612259,4.9521941057,0.0946303489
1819,167.5599959477,89657.4385839015,43188.0060808989,4.0445374002,4.8636708724,0.0946150536
1820,167.6546110013,89657.3447756194,43188.0184103178,4.0485701718,4.7635240517,0.0943076018
1821,167.7489186031,89657.2512208583,43188.0303027708,4.0381711356,4.6540481007,0.0932675930
1822,167.8421861962,89657.1584341143,43188.0397613141,4.0138805806,4.5262879033,0.0916051119
1823,167.9337913080,89657.0669603294,43188.0446647019,3.9786962877,4.3041269416,0.0896334210
1824,168.0234247291,89656.9773444459,43188.0428916886,3.9374958961,4.0954223800,0.0878622607
1825,168.1112869898,89656.8901114302,43188.0323951254,3.8956676535,3.9112316407,0.0870054990
1826,168.1982924887,89656.8053768833,43188.0126463682,3.8588530208,3.7753432291,0.0871603047
1827,168.2854527934,89656.7228730639,43187.9845387448,3.8648451347,3.6893296477,0.0880384049
1828,168.3734911983,89656.6423174671,43187.9490203472,3.9306444411,3.6313855843,0.0893645571
1829,168.4628557554,89656.5634275881,43187.9070392676,3.9965933498,3.5976930321,0.0909017157
1830,168.5537574711,89656.4859209219,43187.8595435981,4.0543664953,3.5831316019,0.0924572318
1831,168.6462147029,89656.4095149637,43187.8074814307,4.0955749748,3.5822802776,0.0938820267
1832,168.7400967296,89656.3339272087,43187.7518008577,4.1132295545,3.5901555183,0.0950664884
1833,168.8351632180,89656.2588751518,43187.6934499711,4.1027979659,3.6026284296,0.0959356466
1834,168.9310988646,89656.1840762883,43187.6333768630,4.0627544770,3.6165828100,0.0964450210
1835,169.0275438856,89656.1092481132,43187.5725296256,3.9946436747,3.6299041095,0.0965777644
1836,169.1241216501,89656.0341081217,43187.5118563510,3.9027307014,3.6413627976,0.0963433127
1837,169.2204649628,89655.9583738089,43187.4523051312,3.7933267330,3.6504180623,0.0957775566
1838,169.3162425194,89655.8817626698,43187.3948240585,3.6739010965,3.6569485078,0.0949444378
1839,169.4111869572,89655.8039921998,43187.3403612249,3.6449984705,3.6609272676,0.0939387363
1840,169.5051256935,89655.7247798937,43187.2898647225,3.6243258954,3.6620935423,0.0929325446
1841,169.5980582381,89655.6439189425,43187.2440611809,3.6102323254,3.6599351662,0.0922362717
1842,169.6902945098,89655.5616630362,43187.2023299493,3.6024213467,3.6547751723,0.0918183286
1843,169.7821128384,89655.4784390440,43187.1635437070,3.5995649802,3.6470415722,0.0915603674
1844,169.8736732059,89655.3946741476,43187.1265742193,3.6000452097,3.6370326236,0.0913889015
1845,169.9650621074,89655.3107955289,43187.0902932512,3.6022072031,3.6252277281,0.0912772942
1846,170.0563394016,89655.2272303696,43187.0535725679,3.6045532997,3.6124976658,0.0912449144
1847,170.1475843160,89655.1443986749,43187.0153031968,3.6132786441,3.5992093730,0.0912953408
1848,170.2388796568,89655.0625096241,43186.9749420445,3.6266725075,3.5859479515,0.0913837857
1849,170.3302634424,89654.9815324930,43186.9325899430,3.6362064951,3.5743334000,0.0914971448
1850,170.4217605873,89654.9014235348,43186.8883826772,3.6430091316,3.5648376879,0.0916258350
1851,170.5133864223,89654.8221390033,43186.8424560324,3.6480372292,3.5577760957,0.0917609802
1852,170.6051474025,89654.7436351518,43186.7949457938,3.6519925251,3.5532651484,0.0918944174
1853,170.6970418199,89654.6658682337,43186.7459877464,3.6553223282,3.5512417220,0.0920186942
1854,170.7890605141,89654.5887945025,43186.6957176754,3.6582692184,3.5515132301,0.0921270589
1855,170.8811875730,89654.5123702117,43186.6442713659,3.6609364763,3.5538130607,0.0922134476
1856,170.9734010206,89654.4365516147,43186.5917846031,3.6633477783,3.5578465142,0.0922724673
1857,171.0656734879,89654.3612949650,43186.5383931722,3.6654921582,3.5633226136,0.0922993790
1858,171.1579728668,89654.2865565161,43186.4842328581,3.6673535926,3.5699730514,0.0922900802
1859,171.2502629470,89654.2122925214,43186.4294394462,3.6689283203,3.5775614660,0.0922410890
1860,171.3425040360,89654.1384592344,43186.3741487216,3.6702337149,3.5858857981,0.0921495305
1861,171.4346535665,89654.0650129085,43186.3184964693,3.6713116298,3.5947755648,0.0920142021
1862,171.5266677686,89653.9919106572,43186.2626155760,3.6722253470,3.6040881608,0.0918689289
1863,171.6185366975,89653.9191376904,43186.2065442339,3.6729679189,3.6137916508,0.0917563107
1864,171.7102930082,89653.8467128972,43186.1502071246,3.6734393992,3.6239728008,0.0916799182
1865,171.8019729264,89653.7746571551,43186.0935222286,3.6735443629,3.6347185620,0.0916410281
1866,171.8936139545,89653.7029913415,43186.0364075266,3.6731915952,3.6460994973,0.0916411087
1867,171.9852550632,89653.6317363336,43185.9787809993,3.6767527708,3.6581631037,0.0916798364
1868,172.0769348996,89653.5609089350,43185.9205686980,3.6798441556,3.6709224814,0.0917329730
1869,172.1686678727,89653.4904745460,43185.8617985084,3.6824225927,3.6842526093,0.0917814006
1870,172.2604492733,89653.4203633762,43185.8025680317,3.6846023314,3.6979362863,0.0918225625
1871,172.3522718358,89653.3505049508,43185.7429762253,3.6864939208,3.7117483701,0.0918547190
1872,172.4441265549,89653.2808287950,43185.6831220465,3.6882055432,3.7254684007,0.0918766123
1873,172.5360031672,89653.2112644337,43185.6231044530,3.6898474822,3.7388907590,0.0918874646
1874,172.6278906318,89653.1417413922,43185.5630224020,3.6915369426,3.7518320254,0.0918869764
1875,172.7197776082,89653.0721891955,43185.5029748511,3.6934021953,3.7641355443,0.0918753262
1876,172.8116529344,89653.0025373687,43185.4430607577,3.6955854779,3.7756736727,0.0918531703
1877,172.9035061047,89652.9327154370,43185.3833790793,3.6970644692,3.7863485502,0.0918216442
1878,172.9953277489,89652.8626529254,43185.3240287733,3.6967599581,3.7960920758,0.0917823645
1879,173.0871101134,89652.7922793591,43185.2651087972,3.6971414842,3.8048652441,0.0917374305
1880,173.1788475438,89652.7215242631,43185.2067181083,3.6984095935,3.8126563289,0.0916894275
1881,173.2705369713,89652.6503171626,43185.1489556643,3.7007700693,3.8194768814,0.0916414287
1882,173.3621783999,89652.5785875827,43185.0919204224,3.7044248521,3.8253544540,0.0915969971
1883,173.4537753970,89652.5062650484,43185.0357113402,3.7095606829,3.8303215546,0.0915601860
1884,173.5453355830,89652.4332790850,43184.9804273752,3.7163368759,3.8344014955,0.0915355373
1885,173.6368711203,89652.3595592174,43184.9261674847,3.7248662505,3.8375931930,0.0915281457
1886,173.7283992660,89652.2850455361,43184.8730156950,3.7297860556,3.8398762622,0.0915408369
1887,173.8199401029,89652.2097690890,43184.8209274878,3.7364083270,3.8413419891,0.0915693669
1888,173.9115094698,89652.1338073373,43184.7697927517,3.7445062177,3.8421149712,0.0916085222
1889,174.0031179920,89652.0572381132,43184.7195008511,3.7538214678,3.8422795763,0.0916536895
1890,174.0947716815,89651.9801392492,43184.6699411501,3.7640784032,3.8418907569,0.0917008612
1891,174.1864725427,89651.9025885776,43184.6210030129,3.7749979764,3.8409878302,0.0917466358
1892,174.2782191785,89651.8246639307,43184.5725758036,3.7863100095,3.8396077730,0.0917882167
1893,174.3700073952,89651.7464431409,43184.5245488865,3.7977622838,3.8377961198,0.0918234094
1894,174.4618308046,89651.6680040407,43184.4768116257,3.8091262725,3.8356147133,0.0918506199
1895,174.5536814246,89651.5894244622,43184.4292533853,3.8202002490,3.8331465027,0.0918688513
1896,174.6455502758,89651.5107822379,43184.3817635297,3.8308108849,3.8304980893,0.0918777027
1897,174.7374279785,89651.4321552001,43184.3342314229,3.8405093832,3.8278007550,0.0918773681
1898,174.8293053466,89651.3536211811,43184.2865464291,3.8482763684,3.8252103906,0.0918686361
1899,174.9211739826,89651.2752580135,43184.2385979125,3.8553428007,3.8229061946,0.0918528909
1900,175.0130268735,89651.1971435293,43184.1902752373,3.8616564843,3.8210873509,0.0918321136
1901,175.1048589871,89651.1193555612,43184.1414677677,3.8671930451,3.8199662969,0.0918088838
1902,175.1966678709,89651.0419719413,43184.0920648678,3.8719487975,3.8197570372,0.0917863815
1903,175.2884542524,89650.9650705020,43184.0419559019,3.8759272769,3.8206576770,0.0917683878
1904,175.3802226402,89650.8887290758,43183.9910302341,3.8791194757,3.8228284581,0.0917592848
1905,175.4719819250,89650.8130254949,43183.9391772285,3.8814811782,3.8263699880,0.0917640523
1906,175.5637459773,89650.7380375917,43183.8862862494,3.8829146164,3.8313099363,0.0917882622
1907,175.6555342396,89650.6638431979,43183.8322466619,3.8832637763,3.8376080301,0.0918320416
1908,175.7473662811,89650.5904522564,43183.7770479884,3.8824513616,3.8450651421,0.0918677818
1909,175.8392340629,89650.5176198016,43183.7210558204,3.8808480901,3.8530434438,0.0918746384
1910,175.9311087014,89650.4450410508,43183.6647239989,3.8789701359,3.8608791746,0.0918450574
1911,176.0229537587,89650.3724112212,43183.6085063645,3.8774053034,3.8680417552,0.0917812062
1912,176.1147349650,89650.2994255301,43183.5528567579,3.8768118735,3.8741475605,0.0916949970
1913,176.2064299620,89650.2257791947,43183.4982290200,3.8778731319,3.8789197278,0.0916081505
1914,176.2980381125,89650.1511674321,43183.4450769915,3.8812177412,3.8821009156,0.0915522584
1915,176.3895903710,89650.0752854597,43183.3938545131,3.8812943629,3.8833506571,0.0915663142
1916,176.4811566852,89649.9978994854,43183.3449075940,3.8768979655,3.8823017200,0.0916471015
1917,176.5728037868,89649.9192398865,43183.2978771919,3.8753947147,3.8779001678,0.0917413746
1918,176.6645451613,89649.8397235635,43183.2521209445,3.8759421448,3.8699531069,0.0918106219
1919,176.7563557833,89649.7597679224,43183.2069957214,3.8776710531,3.8605369744,0.0918356547
1920,176.8481914379,89649.6797903696,43183.1618583918,3.8797700284,3.8503213553,0.0918164644
1921,176.9400079024,89649.6002083114,43183.1160658254,3.8815142748,3.8402083709,0.0917721975
1922,177.0317800999,89649.5214391538,43183.0689748915,3.8822197672,3.8312769049,0.0917412270
1923,177.1235213269,89649.4439003032,43183.0199424596,3.8811439102,3.8246579335,0.0917763338
1924,177.2152976607,89649.3679203517,43182.9684648681,3.8775520905,3.8212339031,0.0918757458
1925,177.3071734065,89649.2933141194,43182.9148452564,3.8714719880,3.8207646990,0.0919830419
1926,177.3991564484,89649.2197121071,43182.8596762091,3.8631371667,3.8225042919,0.0920561505
1927,177.4912125989,89649.1467445779,43182.8035506843,3.8527827195,3.8256287918,0.0920690327
1928,177.5832816316,89649.0740417948,43182.7470616400,3.8408137604,3.8293624467,0.0920114948
1929,177.6752931264,89649.0012340208,43182.6908020345,3.8279350160,3.8330798127,0.0918891136
1930,177.7671822400,89648.9279515190,43182.6353648257,3.8151813923,3.8363261972,0.0917233225
1931,177.8589055625,89648.8538245522,43182.5813429719,3.7988969988,3.8387283845,0.0915516254
1932,177.9504571879,89648.7784833836,43182.5293294311,3.7806827173,3.8398161894,0.0914278106
1933,178.0418849984,89648.7015582762,43182.4799171614,3.7662311666,3.8388273791,0.0914219323
1934,178.1333069307,89648.6226794932,43182.4336991207,3.7567367882,3.8345996522,0.0915945249
1935,178.2249014556,89648.5416734033,43182.3909490284,3.7526546897,3.8260117604,0.0918346481
1936,178.3167361037,89648.4591298765,43182.3506977082,3.7527213708,3.8133225989,0.0919927159
1937,178.4087288196,89648.3758245661,43182.3116735485,3.7552472031,3.7974067508,0.0919990238
1938,178.5007278435,89648.2925331257,43182.2726049379,3.7586243560,3.7796565850,0.0918558008
1939,178.5925836443,89648.2100312085,43182.2322202649,3.7613376608,3.7620212133,0.0916372116
1940,178.6842208559,89648.1290944681,43182.1892479179,3.7618123831,3.7466683320,0.0914905416
1941,178.7757113975,89648.0504984424,43182.1424164761,3.7582027848,3.7355367125,0.0915980209
1942,178.8673094184,89647.9746544287,43182.0910561508,3.7490043166,3.7305831686,0.0918582282
1943,178.9591676466,89647.9008024286,43182.0364318323,3.7346467857,3.7307172547,0.0920339849
1944,179.0512016315,89647.8279474662,43181.9801965335,3.7087923030,3.7343149395,0.0920066752
1945,179.1432083067,89647.7550945656,43181.9240032675,3.6789925239,3.7399421963,0.0917783219
1946,179.2349866286,89647.6812487508,43181.8695050471,3.6479400231,3.7465033907,0.0914717980
1947,179.3264584266,89647.6054150460,43181.8183548855,3.6192499923,3.7531130137,0.0913238986
1948,179.4177823252,89647.5266944292,43181.7720610527,3.5967583690,3.7588593931,0.0914650792
1949,179.5092474044,89647.4450459109,43181.7308375138,3.5825062473,3.7636691557,0.0917874703
1950,179.6010348747,89647.3608801841,43181.6942168893,3.5619350599,3.7671797647,0.0921839457
1951,179.6932188203,89647.2746119803,43181.6617257082,3.5473983865,3.7678447902,0.0925619701
1952,179.7857807905,89647.1866560308,43181.6328904995,3.5407493788,3.7632267577,0.0928439390
1953,179.8786247295,89647.0974275442,43181.6072336449,3.5404149658,3.7506120608,0.0930004239
1954,179.9716251533,89647.0073717560,43181.5840165421,3.5444035347,3.7280045702,0.0930121573
1955,180.0646373106,89646.9169812656,43181.5620889192,3.5506070164,3.6949683297,0.0928304073
1956,180.1574677178,89646.8267528443,43181.5402642428,3.5574619349,3.6527283815,0.0924526817
1957,180.2499203995,89646.7371832633,43181.5173559799,3.5640149286,3.6041796920,0.0919292170
1958,180.3418496165,89646.6487692939,43181.4921775974,3.5696457550,3.5534857654,0.0913648628
1959,180.4332144793,89646.5620077074,43181.4635425621,3.5735442812,3.5080777803,0.0909214151
1960,180.5241358944,89646.4773952750,43181.4302643408,3.5741540786,3.4761846613,0.0908181659
1961,180.6149540603,89646.3954287680,43181.3911564006,3.5689050097,3.4540117222,0.0913069342
1962,180.7062609944,89646.3165383053,43181.3451862895,3.5546643702,3.4433592281,0.0921068786
1963,180.7983678731,89646.2400527834,43181.2938672673,3.5311644446,3.4426834987,0.0924101924
1964,180.8907780655,89646.1643968783,43181.2408028942,3.5014452534,3.4481045813,0.0919621380
1965,180.9827402035,89646.0879684941,43181.1896586188,3.4701138875,3.4558599320,0.0910247448
1966,181.0737649482,89646.0091655350,43181.1440998897,3.4402310104,3.4621409503,0.0903997795
1967,181.1641647277,89645.9266458314,43181.1071862249,3.4151731870,3.4631311337,0.0907208146
1968,181.2548855423,89645.8406542536,43181.0782774935,3.4006368771,3.4578408667,0.0915406881
1969,181.3464262304,89645.7520345274,43181.0553375349,3.3953464427,3.4456746429,0.0923801250
1970,181.4388063554,89645.6616314835,43181.0363276124,3.3969560408,3.4256896988,0.0929318164
1971,181.5317381718,89645.5702899528,43181.0192089890,3.4025869090,3.4021549754,0.0930511161
1972,181.6247892879,89645.4788547663,43181.0019429278,3.4094029336,3.3773672002,0.0927468568
1973,181.7175361447,89645.3881707546,43180.9824906921,3.4148539408,3.3517765724,0.0921806927
1974,181.8097168374,89645.2990827487,43180.9588135449,3.4165164498,3.3290670190,0.0916743322
1975,181.9013911696,89645.2124355793,43180.9288727494,3.4117796392,3.3131206839,0.0916802182
1976,181.9930713878,89645.1288514023,43180.8912038263,3.3983493045,3.3068885960,0.0920254615
1977,182.0850968494,89645.0473574060,43180.8484555617,3.3783005351,3.3084602001,0.0919508874
1978,182.1770477368,89644.9662852925,43180.8050703324,3.3560645908,3.3240859165,0.0913388638
1979,182.2683866006,89644.8839638785,43180.7654979576,3.3367945246,3.3411465631,0.0908131440
1980,182.3591997447,89644.7990598577,43180.7332747615,3.3213344667,3.3492726633,0.0909475627
1981,182.4501473074,89644.7116901999,43180.7080160588,3.3074938193,3.3503776050,0.0914823608
1982,182.5416296682,89644.6223609137,43180.6882853474,3.3009251848,3.3471159752,0.0921201433
1983,182.6337498114,89644.5315780127,43180.6726461126,3.3005201606,3.3413817374,0.0926448944
1984,182.7263947058,89644.4398475100,43180.6596618397,3.3045025888,3.3343698187,0.0929200139
1985,182.8193147197,89644.3476754192,43180.6478960137,3.3107546156,3.3269347816,0.0928839910
1986,182.9121987107,89644.2555677536,43180.6359121200,3.3171755909,3.3199747130,0.0925534926
1987,183.0047522033,89644.1640203780,43180.6223023063,3.3219239447,3.3146165538,0.0921522218
1988,183.0969044251,89644.0732349711,43180.6064895940,3.3242819990,3.3113842401,0.0918664178
1989,183.1887708429,89643.9830806877,43180.5888361550,3.3246696644,3.3099730668,0.0916795964
1990,183.2804504393,89643.8934088308,43180.5697545809,3.3235894299,3.3100555330,0.0915707114
1991,183.3720211507,89643.8040707032,43180.5496574631,3.3214797093,3.3112569320,0.0915246814
1992,183.4635458322,89643.7149176078,43180.5289573932,3.3181397907,3.3131435445,0.0915325464
1993,183.5550783786,89643.6258008475,43180.5080669626,3.3145407813,3.3152531384,0.0915903914
1994,183.6466687700,89643.5365739302,43180.4873943473,3.3110755929,3.3171392231,0.0916663173
1995,183.7383350872,89643.4471560705,43180.4672161391,3.3080453692,3.3185342154,0.0917236923
1996,183.8300587796,89643.3575417862,43180.4476581284,3.3056402446,3.3193756792,0.0917627877
1997,183.9218215673,89643.2677297305,43180.4288378240,3.3040794843,3.3239206297,0.0917864688
1998,184.0136080361,89643.1777185566,43180.4108727343,3.3036015393,3.3303223465,0.0917980406
1999,184.1054060768,89643.0875069180,43180.3938803681,3.3044460288,3.3356438923,0.0918012520
2000,184.1972073287,89642.9970934677,43180.3779782340,3.3068389914,3.3399630502,0.0918002993
2001,184.2890076281,89642.9064768590,43180.3632838407,3.3109810289,3.3433332058,0.0917998296
2002,184.3808074577,89642.8156557452,43180.3499146968,3.3170372450,3.3457726361,0.0918012030
2003,184.4726086607,89642.7246356517,43180.3379646572,3.3251040857,3.3472801191,0.0917911659
2004,184.5643998266,89642.6334513761,43180.3274268196,3.3351229949,3.3479073145,0.0917641285
2005,184.6561639551,89642.5421455087,43180.3182674593,3.3352320302,3.3476800588,0.0917183858
2006,184.7478823410,89642.4507606402,43180.3104528514,3.3290311722,3.3465739564,0.0916523297
2007,184.8395346707,89642.3593393491,43180.3039492310,3.3247046282,3.3445252463,0.0915823920
2008,184.9311170627,89642.2679091313,43180.2986719407,3.3220786894,3.3414988437,0.0915566830
2009,185.0226737457,89642.1764528351,43180.2943856732,3.3208145202,3.3376098576,0.0915769048
2010,185.1142506506,89642.0849450866,43180.2908273781,3.3205479063,3.3330318627,0.0916368008
2011,185.2058874514,89641.9933605119,43180.2877340048,3.3209332585,3.3279929552,0.0917323575
2012,185.2976198089,89641.9016737374,43180.2848425028,3.3216566361,3.3280703930,0.0918618141
2013,185.3894816231,89641.8098593890,43180.2818898216,3.3224465461,3.3446519175,0.0920256578
2014,185.4815072808,89641.7178920929,43180.2786129107,3.3230869262,3.3609684464,0.0922196231
2015,185.5737269039,89641.6257518905,43180.2747864265,3.3234733156,3.3767721672,0.0923453643
2016,185.6660722682,89641.5334959965,43180.2707223990,3.3231597815,3.3914298869,0.0923266646
2017,185.7583989328,89641.4412391225,43180.2671332209,3.3188550968,3.4041839167,0.0921728222
2018,185.8505717550,89641.3490973530,43180.2647408436,3.3165332712,3.4146252320,0.0919118010
2019,185.9424835560,89641.2571867723,43180.2642672184,3.3173302654,3.4226776518,0.0915889485
2020,186.0340725045,89641.1656234649,43180.2664342965,3.3222829511,3.4284589714,0.0912676218
2021,186.1253401263,89641.0745235152,43180.2719640293,3.3321630785,3.4320597587,0.0910296565
2022,186.2163697828,89640.9840030012,43180.2815783371,3.3473577106,3.4333200670,0.0909922865
2023,186.3073620692,89640.8940986223,43180.2956068384,3.3674760603,3.4321007313,0.0912043907
2024,186.3985664599,89640.8045694661,43180.3130071563,3.3905130902,3.4293024842,0.0915413090
2025,186.4901077689,89640.7151139669,43180.3324371564,3.4141942557,3.4259168956,0.0919120742
2026,186.5820198431,89640.6254305589,43180.3525547042,3.4296046225,3.4229126172,0.0922885204
2027,186.6743083635,89640.5352176766,43180.3720176653,3.4409424174,3.4213631794,0.0927041677
2028,186.7670125311,89640.4441738007,43180.3894840721,3.4495101411,3.4224589254,0.0932018258
2029,186.8602143569,89640.3521139237,43180.4040291527,3.4547010797,3.4269956920,0.0936670745
2030,186.9538814314,89640.2592207192,43180.4160447014,3.4572834560,3.4343443144,0.0940195673
2031,187.0479009988,89640.1657492117,43180.4261815803,3.4582054637,3.4831197349,0.0942169490
2032,187.1421179478,89640.0719544254,43180.4350906519,3.4583209631,3.5400159819,0.0942321321
2033,187.2363500799,89639.9780913848,43180.4434227782,3.4584767084,3.5899017220,0.0940526727
2034,187.3304027526,89639.8844151142,43180.4518288216,3.4596524062,3.6298607522,0.0936805181
2035,187.4240832707,89639.7911806380,43180.4609596444,3.4631034024,3.6579565638,0.0931321847
2036,187.5172154553,89639.6986429807,43180.4714661088,3.4704668463,3.6734601287,0.0924393675
2037,187.6096548228,89639.6070571665,43180.4839990771,3.4838038632,3.6769341186,0.0916499224
2038,187.7013047452,89639.5166782198,43180.4992094115,3.5044968783,3.6701496711,0.0908290754
2039,187.7921338205,89639.4277611651,43180.5177479743,3.4937778899,3.6558185003,0.0900605844
2040,187.8821944049,89639.3405610267,43180.5402656277,3.4929396756,3.6371422674,0.0894474048
2041,187.9716418097,89639.2553328289,43180.5674132340,3.5043746201,3.6172264229,0.0891112067
2042,188.0607530164,89639.1723315961,43180.5998416555,3.5296902058,3.5984688695,0.0891899105
2043,188.1499429269,89639.0918121061,43180.6382011635,3.5694074862,3.5820815557,0.0897759872
2044,188.2397189141,89639.0138557865,43180.6827268878,3.6201359871,3.5769229373,0.0906777874
2045,188.3303967015,89638.9380671854,43180.7325119163,3.6805888094,3.5894819656,0.0916530286
2046,188.4220497301,89638.8639695593,43180.7864546587,3.7469174815,3.5956180336,0.0925249152
2047,188.5145746452,89638.7910861645,43180.8434535244,3.8149820121,3.5931655217,0.0931693892
2048,188.6077440345,89638.7189402576,43180.9024069230,3.8811530082,3.5809705309,0.0935108284
2049,188.7012548628,89638.6470550951,43180.9622132640,3.9224578285,3.5591837904,0.0935357003
2050,188.7947905632,89638.5749811601,43181.0218310057,3.9279578974,3.5291413331,0.0934390117
2051,188.8882295748,89638.5025732973,43181.0808898773,3.9328526908,3.5207783381,0.0933428574
2052,188.9815724322,89638.4298770946,43181.1394402927,3.9369684375,3.5167255386,0.0932477293
2053,189.0748201616,89638.3569410755,43181.1975391407,3.9403486899,3.5129075096,0.0931524285
2054,189.1679725901,89638.2838137636,43181.2552433104,3.9431300774,3.5093303487,0.0930559313
2055,189.2610285214,89638.2105436825,43181.3126096906,3.9454685866,3.5060124302,0.0929573904
2056,189.3539859118,89638.1371793559,43181.3696951703,3.9475051818,3.5029535864,0.0928561350
2057,189.4468420468,89638.0637693071,43181.4265566384,3.9493575446,3.5001283393,0.0927516724
2058,189.5395937192,89637.9903620601,43181.4832509839,3.9511245980,3.4974908380,0.0926436883
2059,189.6322374075,89637.9170061382,43181.5398350957,3.9528946710,3.4949830767,0.0925320478
2060,189.7247694553,89637.8437500651,43181.5963658628,3.9547527892,3.4925422088,0.0924167963
2061,189.8171862516,89637.7706423644,43181.6529001740,3.9567857530,3.4901056954,0.0922981610
2062,189.9094844126,89637.6977315598,43181.7094949183,3.9590852100,3.4876144553,0.0921765516
2063,190.0016609642,89637.6250661747,43181.7662069847,3.9617493956,3.4850146489,0.0920525619
2064,190.0937135262,89637.5526947327,43181.8230932621,3.9648841009,3.4978135087,0.0919269713
2065,190.1856404974,89637.4806657576,43181.8802106393,3.9654604026,3.5233267127,0.0918007457
2066,190.2774412432,89637.4090277729,43181.9376160055,3.9641421579,3.5473846050,0.0916750397
2067,190.3691162829,89637.3378293021,43181.9953662494,3.9634986225,3.5699474245,0.0915511972
2068,190.4606674800,89637.2671188689,43182.0535182600,3.9636674391,3.5909873357,0.0914307526
2069,190.5520982326,89637.1969449969,43182.1121289263,3.9647950435,3.6104885162,0.0913154320
2070,190.6434136646,89637.1273562097,43182.1712551372,3.9670369030,3.6284473561,0.0912071534
2071,190.7346208180,89637.0584010309,43182.2309537816,3.9705577630,3.6448725907,0.0911080267
2072,190.8257288447,89636.9901279839,43182.2912817485,3.9755318732,3.6597853732,0.0910203525
2073,190.9167491973,89636.9225855926,43182.3522959268,3.9821431396,3.6732192829,0.0909466215
2074,191.0076958188,89636.8558223805,43182.4140532054,3.9905851171,3.6852202435,0.0908895108
2075,191.0985853295,89636.7898868711,43182.4766104733,3.9703862207,3.6958462612,0.0908518808
2076,191.1894372103,89636.7248275881,43182.5400246195,3.9457703181,3.7051668267,0.0908367698
2077,191.2802739801,89636.6606930550,43182.6043525327,3.9228714242,3.7132617508,0.0908473878
2078,191.3711213679,89636.5975317955,43182.6696511021,3.9018963213,3.7202192035,0.0908871071
2079,191.4620084749,89636.5353923332,43182.7359772165,3.8830522411,3.7261328696,0.0909594529
2080,191.5529679279,89636.4743231916,43182.8033877648,3.8665443798,3.7310982212,0.0910680909
2081,191.6440360188,89636.4143728943,43182.8719396360,3.8525732332,3.7352082572,0.0912168124
2082,191.7352528312,89636.3555899650,43182.9416897191,3.8413322341,3.7385493144,0.0914039501
2083,191.8266567813,89636.2980239954,43183.0126886010,3.8085231625,3.7412000740,0.0915843788
2084,191.9182411601,89636.2417338643,43183.0849320753,3.7783357535,3.7432483890,0.0917349880
2085,192.0099761481,89636.1867832285,43183.1583877467,3.7512553895,3.7447780916,0.0918572150
2086,192.1018333632,89636.1332357841,43183.2330229874,3.7274036238,3.7458541624,0.0919528333
2087,192.1937861965,89636.0811552272,43183.3088051696,3.7068910152,3.7465154158,0.0920237519
2088,192.2858099484,89636.0306052539,43183.3857016657,3.6898120901,3.7467609361,0.0920720199
2089,192.3778819683,89635.9816495602,43183.4636798480,3.6705337084,3.7465287598,0.0920998312
2090,192.4699817995,89635.9343518424,43183.5427070888,3.6546630862,3.7456682667,0.0921095289
2091,192.5620913284,89635.8887757964,43183.6227507603,3.6424218405,3.7439121329,0.0921036108
2092,192.6541949392,89635.8449851184,43183.7037782349,3.6337253933,3.7408584222,0.0920847329
2093,192.7462796720,89635.8030435045,43183.7857568848,3.6284057599,3.7359760300,0.0920588931
2094,192.8383385651,89635.7629669669,43183.8686345714,3.6261757530,3.7286955810,0.0920421873
2095,192.9303807524,89635.7244024042,43183.9522081244,3.6263241135,3.7188307052,0.0920184241
2096,193.0223991765,89635.6868245087,43184.0362039108,3.6279910547,3.7064737107,0.0919669527
2097,193.1143661293,89635.6497070040,43184.1203479019,3.6304206567,3.6919198340,0.0918784895
2098,193.2062446188,89635.6125236140,43184.2043660687,3.6330107119,3.6757440624,0.0917551886
2099,193.2979998074,89635.5747480625,43184.2879843821,3.6353181217,3.6588211452,0.0916107039
2100,193.3896105113,89635.5358540732,43184.3709288133,3.6370060010,3.6422722470,0.0914702998
2101,193.4810808111,89635.4953153698,43184.4529253332,3.6377370959,3.6273450321,0.0913709508
2102,193.5724517618,89635.4526056764,43184.5336999129,3.6370416079,3.6137805852,0.0913608702
2103,193.6638126320,89635.4072145721,43184.6129870888,3.6342232826,3.6035851826,0.0914638015
2104,193.7552764335,89635.3591207683,43184.6907856300,3.6288549328,3.5975195141,0.0916238977
2105,193.8469003311,89635.3088732289,43184.7674023606,3.6209261566,3.5949431468,0.0917865513
2106,193.9386868825,89635.2570531178,43184.8431614993,3.6103712797,3.5949899360,0.0919128518
2107,194.0305997343,89635.2042415989,43184.9183872647,3.5982817146,3.5967280497,0.0919785191
2108,194.1225782534,89635.1510198358,43184.9934038756,3.5853463732,3.5992859660,0.0919736950
2109,194.2145519484,89635.0979689925,43185.0685355507,3.5711601374,3.6019337871,0.0919028288
2110,194.3064547772,89635.0456702327,43185.1441065085,3.5566541671,3.6040907049,0.0917847108
